Tr_Name,Park,Park_Tourism_Region,Last_Yr,This_Yr,Percent_Change
Central Coast,Munga-Thirri National Park,Outback,0,10,100
Central Coast,Nuga Nuga National Park,All,20,30,50
Central Coast,Nuga Nuga National Park,Central Queensland,20,30,50
Central Coast,Oyala Thumotang National Park (CYPAL),All,6,0,-100
Central Coast,Oyala Thumotang National Park (CYPAL),Tropical North Queensland,6,0,-100
Central Coast,Palmer Goldfield Resources Reserve,All,6,0,-100
Central Coast,Palmer Goldfield Resources Reserve,Tropical North Queensland,6,0,-100
Central Coast,Paluma Range National Park,All,169,173,2.366863905
Central Coast,Paluma Range National Park,Townsville,169,173,2.366863905
Central Coast,Porcupine Gorge National Park,All,97,100,3.092783505
Central Coast,Porcupine Gorge National Park,Outback,97,100,3.092783505
Central Coast,Rinyirru (Lakefield) National Park (CYPAL),All,128,117,-8.59375
Central Coast,Rinyirru (Lakefield) National Park (CYPAL),Tropical North Queensland,128,117,-8.59375
Central Coast,Rundle Range National Park,All,3,0,-100
Central Coast,Rundle Range National Park,Central Queensland,3,0,-100
Central Coast,Russell River National Park,All,2,1,-50
Central Coast,Russell River National Park,Tropical North Queensland,2,1,-50
Central Coast,Speewah Conservation Park,All,17,7,-58.82352941
Central Coast,Speewah Conservation Park,Tropical North Queensland,17,7,-58.82352941
Central Coast,Springbrook National Park,All,79,33,-58.2278481
Central Coast,Springbrook National Park,Gold Coast,79,33,-58.2278481
Central Coast,Sundown National Park,All,10,0,-100
Central Coast,Sundown National Park,Darling Downs,10,0,-100
Central Coast,Total,All,"9,774","8,352",-14.54880295
Central Coast,Total,Brisbane,95,90,-5.263157895
Central Coast,Total,Bundaberg,8,1,-87.5
Central Coast,Total,Central Queensland,611,520,-14.89361702
Central Coast,Total,Darling Downs,93,203,118.2795699
Central Coast,Total,Fraser Coast,"5,848","4,868",-16.75786594
Central Coast,Total,Gold Coast,91,33,-63.73626374
Central Coast,Total,"Launceston, Tamar and the North",22,27,22.72727273
Central Coast,Total,Mackay,120,51,-57.5
Central Coast,Total,Outback,181,173,-4.419889503
Central Coast,Total,Queensland Country,0,4,100
Central Coast,Total,Sunshine Coast,"1,215","1,257",3.456790123
Central Coast,Total,Townsville,178,190,6.741573034
Central Coast,Total,Tropical North Queensland,"1,205",848,-29.62655602
Central Coast,Total,Whitsundays,107,87,-18.69158879
Central Coast,Tuan State Forest,All,21,22,4.761904762
Central Coast,Tuan State Forest,Fraser Coast,21,22,4.761904762
Central Coast,Tully Gorge National Park,All,27,21,-22.22222222
Central Coast,Tully Gorge National Park,Tropical North Queensland,27,21,-22.22222222
Central Coast,Welford National Park,All,9,4,-55.55555556
Central Coast,Welford National Park,Outback,9,4,-55.55555556
Central Coast,Whitsunday Islands National Park,All,103,83,-19.41747573
Central Coast,Whitsunday Islands National Park,Whitsundays,103,83,-19.41747573
Central Coast,Wongi State Forest,All,9,4,-55.55555556
Central Coast,Wongi State Forest,Fraser Coast,9,4,-55.55555556
Central Coast,Wooroonooran National Park,All,50,21,-58
Central Coast,Wooroonooran National Park,Tropical North Queensland,50,21,-58
Central Highlands,Beerburrum and Beerwah State Forests,All,10,6,-40
Central Highlands,Beerburrum and Beerwah State Forests,Sunshine Coast,10,6,-40
Central Highlands,Blackdown Tableland National Park,All,0,16,100
Central Highlands,Blackdown Tableland National Park,Central Queensland,0,16,100
Central Highlands,Boodjamulla (Lawn Hill) National Park,All,1,0,-100
Central Highlands,Boodjamulla (Lawn Hill) National Park,Tropical North Queensland,1,0,-100
Central Highlands,Bribie Island Recreation Area,All,2,4,100
Central Highlands,Bribie Island Recreation Area,Brisbane,2,4,100
Central Highlands,Bunya Mountains National Park,All,1,2,100
Central Highlands,Bunya Mountains National Park,Darling Downs,1,2,100
Central Highlands,Burrum Coast National Park,All,6,3,-50
Central Highlands,Burrum Coast National Park,Fraser Coast,6,3,-50
Central Highlands,Byfield National Park,All,0,2,100
Central Highlands,Byfield National Park,Central Queensland,0,2,100
Central Highlands,Byfield State Forest,All,0,5,100
Central Highlands,Byfield State Forest,Central Queensland,0,5,100
Central Highlands,Cape Hillsborough National Park,All,2,0,-100
Central Highlands,Cape Hillsborough National Park,Mackay,2,0,-100
Central Highlands,Carnarvon Great Walk,All,10,0,-100
Central Highlands,Carnarvon Great Walk,Central Queensland,10,0,-100
Central Highlands,Danbulla National Park,All,4,8,100
Central Highlands,Danbulla National Park,Tropical North Queensland,4,8,100
Central Highlands,Deepwater National Park,All,0,1,100
Central Highlands,Deepwater National Park,Central Queensland,0,1,100
Central Highlands,Eurimbula National Park,All,0,8,100
Central Highlands,Eurimbula National Park,Central Queensland,0,8,100
Central Highlands,Girramay National Park,All,0,8,100
Central Highlands,Girramay National Park,Tropical North Queensland,0,8,100
Central Highlands,Girringun National Park,All,7,2,-71.42857143
Central Highlands,Girringun National Park,Tropical North Queensland,7,2,-71.42857143
Central Highlands,Hell Hole Gorge National Park,All,0,4,100
Central Highlands,Hell Hole Gorge National Park,Outback,0,4,100
Central Highlands,"Hinchinbrook Island NP, Thorsborne Trail",All,6,0,-100
Central Highlands,"Hinchinbrook Island NP, Thorsborne Trail",Tropical North Queensland,6,0,-100
Central Highlands,Imbil State Forest,All,17,0,-100
Central Highlands,Imbil State Forest,"Launceston, Tamar and the North",17,0,-100
Central Highlands,Inskip Peninsula Recreation Area,All,18,13,-27.77777778
Central Highlands,Inskip Peninsula Recreation Area,Sunshine Coast,18,13,-27.77777778
Central Highlands,Jardine River National Park,All,5,0,-100
Central Highlands,Jardine River National Park,Tropical North Queensland,5,0,-100
Central Highlands,K'gari (Fraser Island) Recreation Area,All,127,94,-25.98425197
Central Highlands,K'gari (Fraser Island) Recreation Area,Fraser Coast,127,94,-25.98425197
Central Highlands,Kutini-Payamu (Iron Range) National Park (CYPAL),All,0,2,100
Central Highlands,Kutini-Payamu (Iron Range) National Park (CYPAL),Tropical North Queensland,0,2,100
Central Highlands,Lochern National Park,All,2,0,-100
Central Highlands,Lochern National Park,Outback,2,0,-100
Central Highlands,Paluma Range National Park,All,10,4,-60
Central Highlands,Paluma Range National Park,Townsville,10,4,-60
Central Highlands,Porcupine Gorge National Park,All,0,6,100
Central Highlands,Porcupine Gorge National Park,Outback,0,6,100
Central Highlands,Rinyirru (Lakefield) National Park (CYPAL),All,0,7,100
Central Highlands,Rinyirru (Lakefield) National Park (CYPAL),Tropical North Queensland,0,7,100
Central Highlands,Speewah Conservation Park,All,4,0,-100
Central Highlands,Speewah Conservation Park,Tropical North Queensland,4,0,-100
Central Highlands,Springbrook National Park,All,2,2,0
Central Highlands,Springbrook National Park,Gold Coast,2,2,0
Central Highlands,Tolderodden Conservation Park,All,0,2,100
Central Highlands,Tolderodden Conservation Park,Bundaberg,0,2,100
Central Highlands,Total,All,234,199,-14.95726496
Central Highlands,Total,Brisbane,2,4,100
Central Highlands,Total,Bundaberg,0,2,100
Central Highlands,Total,Central Queensland,10,32,220
Central Highlands,Total,Darling Downs,1,2,100
Central Highlands,Total,Fraser Coast,133,97,-27.06766917
Central Highlands,Total,Gold Coast,2,2,0
Central Highlands,Total,"Launceston, Tamar and the North",17,0,-100
Central Highlands,Total,Mackay,2,0,-100
Central Highlands,Total,Outback,2,10,400
Central Highlands,Total,Sunshine Coast,28,19,-32.14285714
Central Highlands,Total,Townsville,10,4,-60
Central Highlands,Total,Tropical North Queensland,27,27,0
Central Murray,Abergowrie State Forest,All,5,1,-80
Central Murray,Abergowrie State Forest,Townsville,5,1,-80
Central Murray,Amamoor State Forest and Forest Reserve,All,10,10,0
Central Murray,Amamoor State Forest and Forest Reserve,Sunshine Coast,10,10,0
Central Murray,Beerburrum and Beerwah State Forests,All,6,23,283.3333333
Central Murray,Beerburrum and Beerwah State Forests,Sunshine Coast,6,23,283.3333333
Central Murray,Blackdown Tableland National Park,All,13,3,-76.92307692
Central Murray,Blackdown Tableland National Park,Central Queensland,13,3,-76.92307692
Central Murray,Bladensburg National Park,All,6,4,-33.33333333
Central Murray,Bladensburg National Park,Outback,6,4,-33.33333333
Central Murray,Boodjamulla (Lawn Hill) National Park,All,35,0,-100
Central Murray,Boodjamulla (Lawn Hill) National Park,Tropical North Queensland,35,0,-100
Central Murray,Bowling Green Bay National Park,All,2,10,400
Central Murray,Bowling Green Bay National Park,Townsville,2,10,400
Central Murray,Bribie Island Recreation Area,All,57,18,-68.42105263
Central Murray,Bribie Island Recreation Area,Brisbane,57,18,-68.42105263
Central Murray,Brooyar State Forest,All,0,3,100
Central Murray,Brooyar State Forest,"Launceston, Tamar and the North",0,3,100
Central Murray,Bunya Mountains National Park,All,0,11,100
Central Murray,Bunya Mountains National Park,Darling Downs,0,11,100
Central Murray,Burrum Coast National Park,All,13,12,-7.692307692
Central Murray,Burrum Coast National Park,Fraser Coast,13,12,-7.692307692
Central Murray,Byfield National Park,All,2,0,-100
Central Murray,Byfield National Park,Central Queensland,2,0,-100
Central Murray,Byfield State Forest,All,16,41,156.25
Central Murray,Byfield State Forest,Central Queensland,16,41,156.25
Central Murray,Cape Hillsborough National Park,All,0,4,100
Central Murray,Cape Hillsborough National Park,Mackay,0,4,100
Central Murray,Cape Melville National Park (CYPAL),All,24,3,-87.5
Central Murray,Cape Melville National Park (CYPAL),Tropical North Queensland,24,3,-87.5
Central Murray,Cape Palmerston National Park,All,4,1,-75
Central Murray,Cape Palmerston National Park,Mackay,4,1,-75
Central Murray,Carnarvon National Park,All,16,4,-75
Central Murray,Carnarvon National Park,Central Queensland,16,4,-75
Central Murray,Conondale National Park,All,2,6,200
Central Murray,Conondale National Park,Sunshine Coast,2,6,200
Central Murray,Cooloola Great Walk,All,0,2,100
Central Murray,Cooloola Great Walk,Sunshine Coast,0,2,100
Central Murray,Cooloola Recreation Area,All,56,42,-25
Central Murray,Cooloola Recreation Area,Sunshine Coast,56,42,-25
Central Murray,Crows Nest National Park,All,4,0,-100
Central Murray,Crows Nest National Park,Darling Downs,4,0,-100
Central Murray,Currawinya National Park,All,11,18,63.63636364
Central Murray,Currawinya National Park,Outback,11,18,63.63636364
Central Murray,D'Aguilar National Park,All,0,6,100
Central Murray,D'Aguilar National Park,Brisbane,0,6,100
Central Murray,Daintree National Park,All,7,0,-100
Central Murray,Daintree National Park,Tropical North Queensland,7,0,-100
Central Murray,Danbulla National Park,All,49,22,-55.10204082
Central Murray,Danbulla National Park,Tropical North Queensland,49,22,-55.10204082
Central Murray,Davies Creek National Park,All,6,0,-100
Central Murray,Davies Creek National Park,Tropical North Queensland,6,0,-100
Central Murray,Deepwater National Park,All,18,6,-66.66666667
Central Murray,Deepwater National Park,Central Queensland,18,6,-66.66666667
Central Murray,Diamantina National Park,All,0,22,100
Central Murray,Diamantina National Park,Outback,0,22,100
Central Murray,Eungella National Park,All,11,9,-18.18181818
Central Murray,Eungella National Park,Mackay,11,9,-18.18181818
Central Murray,Eurimbula National Park,All,7,1,-85.71428571
Central Murray,Eurimbula National Park,Central Queensland,7,1,-85.71428571
Central Murray,Girramay National Park,All,22,10,-54.54545455
Central Murray,Girramay National Park,Tropical North Queensland,22,10,-54.54545455
Central Murray,Girraween National Park,All,4,6,50
Central Murray,Girraween National Park,Darling Downs,4,6,50
Central Murray,Girringun National Park,All,16,4,-75
Central Murray,Girringun National Park,Tropical North Queensland,16,4,-75
Central Murray,Heathlands Resources Reserve,All,10,5,-50
Central Murray,Heathlands Resources Reserve,Tropical North Queensland,10,5,-50
Central Murray,Idalia National Park,All,0,4,100
Central Murray,Idalia National Park,Outback,0,4,100
Central Murray,Imbil State Forest,All,6,2,-66.66666667
Central Murray,Imbil State Forest,"Launceston, Tamar and the North",6,2,-66.66666667
Central Murray,Inskip Peninsula Recreation Area,All,176,214,21.59090909
Central Murray,Inskip Peninsula Recreation Area,Sunshine Coast,176,214,21.59090909
Central Murray,Isla Gorge National Park,All,10,2,-80
Central Murray,Isla Gorge National Park,Central Queensland,10,2,-80
Central Murray,Jardine River National Park,All,66,165,150
Central Murray,Jardine River National Park,Tropical North Queensland,66,165,150
Central Murray,K'gari (Fraser Island) Recreation Area,All,969,658,-32.09494324
Central Murray,K'gari (Fraser Island) Recreation Area,Fraser Coast,969,658,-32.09494324
Central Murray,Kutini-Payamu (Iron Range) National Park (CYPAL),All,94,70,-25.53191489
Central Murray,Kutini-Payamu (Iron Range) National Park (CYPAL),Tropical North Queensland,94,70,-25.53191489
Central Murray,Lochern National Park,All,0,2,100
Central Murray,Lochern National Park,Outback,0,2,100
Central Murray,Mount Barney National Park,All,0,4,100
Central Murray,Mount Barney National Park,Gold Coast,0,4,100
Central Murray,Munga-Thirri National Park,All,2,0,-100
Central Murray,Munga-Thirri National Park,Outback,2,0,-100
Central Murray,Nuga Nuga National Park,All,0,2,100
Central Murray,Nuga Nuga National Park,Central Queensland,0,2,100
Central Murray,Paluma Range National Park,All,28,13,-53.57142857
Central Murray,Paluma Range National Park,Townsville,28,13,-53.57142857
Central Murray,Porcupine Gorge National Park,All,20,23,15
Central Murray,Porcupine Gorge National Park,Outback,20,23,15
Central Murray,Rinyirru (Lakefield) National Park (CYPAL),All,55,73,32.72727273
Central Murray,Rinyirru (Lakefield) National Park (CYPAL),Tropical North Queensland,55,73,32.72727273
Central Murray,Russell River National Park,All,3,0,-100
Central Murray,Russell River National Park,Tropical North Queensland,3,0,-100
Central Murray,Speewah Conservation Park,All,8,4,-50
Central Murray,Speewah Conservation Park,Tropical North Queensland,8,4,-50
Central Murray,Springbrook National Park,All,6,0,-100
Central Murray,Springbrook National Park,Gold Coast,6,0,-100
Central Murray,Sundown National Park,All,1,1,0
Central Murray,Sundown National Park,Darling Downs,1,1,0
Central Murray,Tolderodden Conservation Park,All,0,2,100
Central Murray,Tolderodden Conservation Park,Bundaberg,0,2,100
Central Murray,Total,All,"1,896","1,566",-17.40506329
Central Murray,Total,Brisbane,57,24,-57.89473684
Central Murray,Total,Bundaberg,0,2,100
Central Murray,Total,Central Queensland,82,59,-28.04878049
Central Murray,Total,Darling Downs,9,18,100
Central Murray,Total,Fraser Coast,982,675,-31.26272912
Central Murray,Total,Gold Coast,6,4,-33.33333333
Central Murray,Total,"Launceston, Tamar and the North",6,5,-16.66666667
Central Murray,Total,Mackay,15,14,-6.666666667
Central Murray,Total,Outback,43,76,76.74418605
Central Murray,Total,Sunshine Coast,250,297,18.8
Central Murray,Total,Townsville,37,24,-35.13513514
Central Murray,Total,Tropical North Queensland,407,368,-9.582309582
Central Murray,Total,Whitsundays,2,0,-100
Central Murray,Tuan State Forest,All,0,5,100
Central Murray,Tuan State Forest,Fraser Coast,0,5,100
Central Murray,Tully Gorge National Park,All,1,8,700
Central Murray,Tully Gorge National Park,Tropical North Queensland,1,8,700
Central Murray,Welford National Park,All,4,3,-25
Central Murray,Welford National Park,Outback,4,3,-25
Central Murray,White Mountains National Park,All,2,0,-100
Central Murray,White Mountains National Park,Townsville,2,0,-100
Central Murray,Whitsunday Islands National Park,All,2,0,-100
Central Murray,Whitsunday Islands National Park,Whitsundays,2,0,-100
Central Murray,Wooroonooran National Park,All,11,2,-81.81818182
Central Murray,Wooroonooran National Park,Tropical North Queensland,11,2,-81.81818182
Central Murray,"Wooroonooran NP, Bartle Frere trail",All,0,2,100
Central Murray,"Wooroonooran NP, Bartle Frere trail",Tropical North Queensland,0,2,100
Central NSW,Abergowrie State Forest,All,10,8,-20
Central NSW,Abergowrie State Forest,Townsville,10,8,-20
Central NSW,Amamoor State Forest and Forest Reserve,All,14,17,21.42857143
Central NSW,Amamoor State Forest and Forest Reserve,Sunshine Coast,14,17,21.42857143
Central NSW,Auburn River National Park,All,4,2,-50
Central NSW,Auburn River National Park,Bundaberg,4,2,-50
Central NSW,Beerburrum and Beerwah State Forests,All,61,38,-37.70491803
Central NSW,Beerburrum and Beerwah State Forests,Sunshine Coast,61,38,-37.70491803
Central NSW,Blackbraes National Park,All,0,2,100
Central NSW,Blackbraes National Park,Tropical North Queensland,0,2,100
Central NSW,Blackdown Tableland National Park,All,21,26,23.80952381
Central NSW,Blackdown Tableland National Park,Central Queensland,21,26,23.80952381
Central NSW,Bladensburg National Park,All,14,9,-35.71428571
Central NSW,Bladensburg National Park,Outback,14,9,-35.71428571
Central NSW,Boodjamulla (Lawn Hill) National Park,All,31,24,-22.58064516
Central NSW,Boodjamulla (Lawn Hill) National Park,Tropical North Queensland,31,24,-22.58064516
Central NSW,Bribie Island Recreation Area,All,15,39,160
Central NSW,Bribie Island Recreation Area,Brisbane,15,39,160
Central NSW,Brooyar State Forest,All,6,25,316.6666667
Central NSW,Brooyar State Forest,"Launceston, Tamar and the North",6,25,316.6666667
Central NSW,Bunya Mountains National Park,All,65,44,-32.30769231
Central NSW,Bunya Mountains National Park,Darling Downs,65,44,-32.30769231
Central NSW,Burrum Coast National Park,All,32,13,-59.375
Central NSW,Burrum Coast National Park,Fraser Coast,32,13,-59.375
Central NSW,Byfield Conservation Park,All,6,8,33.33333333
Central NSW,Byfield Conservation Park,Central Queensland,6,8,33.33333333
Central NSW,Byfield National Park,All,4,2,-50
Central NSW,Byfield National Park,Central Queensland,4,2,-50
Central NSW,Byfield State Forest,All,22,20,-9.090909091
Central NSW,Byfield State Forest,Central Queensland,22,20,-9.090909091
Central NSW,Canyon Resources Reserve,All,0,2,100
Central NSW,Canyon Resources Reserve,Tropical North Queensland,0,2,100
Central NSW,Cape Hillsborough National Park,All,16,2,-87.5
Central NSW,Cape Hillsborough National Park,Mackay,16,2,-87.5
Central NSW,Cape Melville National Park (CYPAL),All,166,7,-95.78313253
Central NSW,Cape Melville National Park (CYPAL),Tropical North Queensland,166,7,-95.78313253
Central NSW,Cape Palmerston National Park,All,1,2,100
Central NSW,Cape Palmerston National Park,Mackay,1,2,100
Central NSW,Carnarvon Great Walk,All,5,0,-100
Central NSW,Carnarvon Great Walk,Central Queensland,5,0,-100
Central NSW,Carnarvon National Park,All,76,72,-5.263157895
Central NSW,Carnarvon National Park,Central Queensland,76,72,-5.263157895
Central NSW,Conondale National Park,All,4,29,625
Central NSW,Conondale National Park,Sunshine Coast,4,29,625
Central NSW,Cooloola Great Walk,All,4,0,-100
Central NSW,Cooloola Great Walk,Sunshine Coast,4,0,-100
Central NSW,Cooloola Recreation Area,All,113,139,23.00884956
Central NSW,Cooloola Recreation Area,Sunshine Coast,113,139,23.00884956
Central NSW,Crows Nest National Park,All,2,13,550
Central NSW,Crows Nest National Park,Darling Downs,2,13,550
Central NSW,Currawinya National Park,All,62,23,-62.90322581
Central NSW,Currawinya National Park,Outback,62,23,-62.90322581
Central NSW,Curtis Island National Park and Conservation Park,All,20,0,-100
Central NSW,Curtis Island National Park and Conservation Park,Central Queensland,20,0,-100
Central NSW,Daintree National Park,All,45,0,-100
Central NSW,Daintree National Park,Tropical North Queensland,45,0,-100
Central NSW,Daintree National Park (CYPAL),All,0,47,100
Central NSW,Daintree National Park (CYPAL),Tropical North Queensland,0,47,100
Central NSW,Danbulla National Park,All,60,46,-23.33333333
Central NSW,Danbulla National Park,Tropical North Queensland,60,46,-23.33333333
Central NSW,Davies Creek National Park,All,8,8,0
Central NSW,Davies Creek National Park,Tropical North Queensland,8,8,0
Central NSW,Deepwater National Park,All,29,52,79.31034483
Central NSW,Deepwater National Park,Central Queensland,29,52,79.31034483
Central NSW,Diamantina National Park,All,19,18,-5.263157895
Central NSW,Diamantina National Park,Outback,19,18,-5.263157895
Central NSW,Dinden National Park,All,2,0,-100
Central NSW,Dinden National Park,Tropical North Queensland,2,0,-100
Central NSW,Eungella National Park,All,38,37,-2.631578947
Central NSW,Eungella National Park,Mackay,38,37,-2.631578947
Central NSW,Eurimbula National Park,All,36,41,13.88888889
Central NSW,Eurimbula National Park,Central Queensland,36,41,13.88888889
Central NSW,Expedition National Park,All,8,0,-100
Central NSW,Expedition National Park,Central Queensland,8,0,-100
Central NSW,Girramay National Park,All,20,28,40
Central NSW,Girramay National Park,Tropical North Queensland,20,28,40
Central NSW,Girraween National Park,All,61,51,-16.39344262
Central NSW,Girraween National Park,Darling Downs,61,51,-16.39344262
Central NSW,Girringun National Park,All,19,16,-15.78947368
Central NSW,Girringun National Park,Tropical North Queensland,19,16,-15.78947368
Central NSW,Goold Island National Park,All,0,6,100
Central NSW,Goold Island National Park,Tropical North Queensland,0,6,100
Central NSW,Heathlands Resources Reserve,All,13,19,46.15384615
Central NSW,Heathlands Resources Reserve,Tropical North Queensland,13,19,46.15384615
Central NSW,Hell Hole Gorge National Park,All,2,4,100
Central NSW,Hell Hole Gorge National Park,Outback,2,4,100
Central NSW,"Hinchinbrook Island NP, Thorsborne Trail",All,6,0,-100
Central NSW,"Hinchinbrook Island NP, Thorsborne Trail",Tropical North Queensland,6,0,-100
Central NSW,Hope Islands National Park,All,0,4,100
Central NSW,Hope Islands National Park,Tropical North Queensland,0,4,100
Central NSW,Idalia National Park,All,8,1,-87.5
Central NSW,Idalia National Park,Outback,8,1,-87.5
Central NSW,Imbil State Forest,All,6,42,600
Central NSW,Imbil State Forest,"Launceston, Tamar and the North",6,42,600
Central NSW,Inskip Peninsula Recreation Area,All,413,348,-15.73849879
Central NSW,Inskip Peninsula Recreation Area,Sunshine Coast,413,348,-15.73849879
Central NSW,Isla Gorge National Park,All,12,4,-66.66666667
Central NSW,Isla Gorge National Park,Central Queensland,12,4,-66.66666667
Central NSW,Jardine River National Park,All,54,108,100
Central NSW,Jardine River National Park,Tropical North Queensland,54,108,100
Central NSW,K'gari (Fraser Island) Great Walk,All,2,0,-100
Central NSW,K'gari (Fraser Island) Great Walk,Fraser Coast,2,0,-100
Central NSW,K'gari (Fraser Island) Recreation Area,All,"2,906","2,935",0.997935306
Central NSW,K'gari (Fraser Island) Recreation Area,Fraser Coast,"2,906","2,935",0.997935306
Central NSW,Koombooloomba National Park and Conservation Park,All,0,1,100
Central NSW,Koombooloomba National Park and Conservation Park,Tropical North Queensland,0,1,100
Central NSW,Kroombit Tops National Park,All,0,7,100
Central NSW,Kroombit Tops National Park,Central Queensland,0,7,100
Central NSW,Kutini-Payamu (Iron Range) National Park (CYPAL),All,67,162,141.7910448
Central NSW,Kutini-Payamu (Iron Range) National Park (CYPAL),Tropical North Queensland,67,162,141.7910448
Central NSW,Lizard Island National Park,All,10,0,-100
Central NSW,Lizard Island National Park,Tropical North Queensland,10,0,-100
Central NSW,Lochern National Park,All,12,2,-83.33333333
Central NSW,Lochern National Park,Outback,12,2,-83.33333333
Central NSW,Main Range National Park,All,16,6,-62.5
Central NSW,Main Range National Park,Brisbane,16,6,-62.5
Central NSW,Moogerah Peaks National Park,All,2,0,-100
Central NSW,Moogerah Peaks National Park,Brisbane,2,0,-100
Central NSW,Moorrinya National Park,All,2,0,-100
Central NSW,Moorrinya National Park,Outback,2,0,-100
Central NSW,Mouth of Baffle Creek Conservation Park,All,4,0,-100
Central NSW,Mouth of Baffle Creek Conservation Park,Central Queensland,4,0,-100
Central NSW,Nuga Nuga National Park,All,4,3,-25
Central NSW,Nuga Nuga National Park,Central Queensland,4,3,-25
Central NSW,Paluma Range National Park,All,63,36,-42.85714286
Central NSW,Paluma Range National Park,Townsville,63,36,-42.85714286
Central NSW,Porcupine Gorge National Park,All,19,94,394.7368421
Central NSW,Porcupine Gorge National Park,Outback,19,94,394.7368421
Central NSW,Rinyirru (Lakefield) National Park (CYPAL),All,118,153,29.66101695
Central NSW,Rinyirru (Lakefield) National Park (CYPAL),Tropical North Queensland,118,153,29.66101695
Central NSW,Speewah Conservation Park,All,4,2,-50
Central NSW,Speewah Conservation Park,Tropical North Queensland,4,2,-50
Central NSW,Springbrook National Park,All,11,3,-72.72727273
Central NSW,Springbrook National Park,Gold Coast,11,3,-72.72727273
Central NSW,Sundown National Park,All,29,1,-96.55172414
Central NSW,Sundown National Park,Darling Downs,29,1,-96.55172414
Central NSW,Sunshine Coast Hinterland Great Walk,All,6,0,-100
Central NSW,Sunshine Coast Hinterland Great Walk,Sunshine Coast,6,0,-100
Central NSW,Tolderodden Conservation Park,All,0,2,100
Central NSW,Tolderodden Conservation Park,Bundaberg,0,2,100
Central NSW,Total,All,"4,997","5,038",0.820492295
Central NSW,Total,Brisbane,33,45,36.36363636
Central NSW,Total,Bundaberg,4,4,0
Central NSW,Total,Central Queensland,247,235,-4.858299595
Central NSW,Total,Darling Downs,157,109,-30.57324841
Central NSW,Total,Fraser Coast,"2,954","3,011",1.929587001
Central NSW,Total,Gold Coast,11,3,-72.72727273
Central NSW,Total,"Launceston, Tamar and the North",12,67,458.3333333
Central NSW,Total,Mackay,55,41,-25.45454545
Central NSW,Total,Outback,152,154,1.315789474
Central NSW,Total,Sunshine Coast,615,571,-7.154471545
Central NSW,Total,Townsville,73,44,-39.7260274
Central NSW,Total,Tropical North Queensland,672,683,1.636904762
Central NSW,Total,Whitsundays,12,71,491.6666667
Central NSW,Tuan State Forest,All,4,34,750
Central NSW,Tuan State Forest,Fraser Coast,4,34,750
Central NSW,Tully Gorge National Park,All,5,26,420
Central NSW,Tully Gorge National Park,Tropical North Queensland,5,26,420
Central NSW,Welford National Park,All,14,3,-78.57142857
Central NSW,Welford National Park,Outback,14,3,-78.57142857
Central NSW,Whitsunday Islands National Park,All,12,71,491.6666667
Central NSW,Whitsunday Islands National Park,Whitsundays,12,71,491.6666667
Central NSW,Wongi State Forest,All,10,29,190
Central NSW,Wongi State Forest,Fraser Coast,10,29,190
Central NSW,Wooroonooran National Park,All,44,22,-50
Central NSW,Wooroonooran National Park,Tropical North Queensland,44,22,-50
Clare Valley,Amamoor State Forest and Forest Reserve,All,4,0,-100
Clare Valley,Amamoor State Forest and Forest Reserve,Sunshine Coast,4,0,-100
Clare Valley,Auburn River National Park,All,6,0,-100
Clare Valley,Auburn River National Park,Bundaberg,6,0,-100
Clare Valley,Beerburrum and Beerwah State Forests,All,9,0,-100
Clare Valley,Beerburrum and Beerwah State Forests,Sunshine Coast,9,0,-100
Clare Valley,Blackdown Tableland National Park,All,2,4,100
Clare Valley,Blackdown Tableland National Park,Central Queensland,2,4,100
Clare Valley,Boodjamulla (Lawn Hill) National Park,All,4,0,-100
Clare Valley,Boodjamulla (Lawn Hill) National Park,Tropical North Queensland,4,0,-100
Clare Valley,Brooyar State Forest,All,2,0,-100
Clare Valley,Brooyar State Forest,"Launceston, Tamar and the North",2,0,-100
Clare Valley,Bunya Mountains National Park,All,4,0,-100
Clare Valley,Bunya Mountains National Park,Darling Downs,4,0,-100
Clare Valley,Burrum Coast National Park,All,6,0,-100
Clare Valley,Burrum Coast National Park,Fraser Coast,6,0,-100
Clare Valley,Byfield State Forest,All,4,2,-50
Clare Valley,Byfield State Forest,Central Queensland,4,2,-50
Clare Valley,Cape Hillsborough National Park,All,8,0,-100
Clare Valley,Cape Hillsborough National Park,Mackay,8,0,-100
Clare Valley,Carnarvon National Park,All,0,9,100
Clare Valley,Carnarvon National Park,Central Queensland,0,9,100
Clare Valley,Cooloola Recreation Area,All,6,11,83.33333333
Clare Valley,Cooloola Recreation Area,Sunshine Coast,6,11,83.33333333
Clare Valley,Currawinya National Park,All,0,20,100
Clare Valley,Currawinya National Park,Outback,0,20,100
Clare Valley,D'Aguilar National Park,All,10,0,-100
Clare Valley,D'Aguilar National Park,Brisbane,10,0,-100
Clare Valley,Daintree National Park,All,16,0,-100
Clare Valley,Daintree National Park,Tropical North Queensland,16,0,-100
Clare Valley,Daintree National Park (CYPAL),All,0,2,100
Clare Valley,Daintree National Park (CYPAL),Tropical North Queensland,0,2,100
Clare Valley,Dalrymple National Park,All,0,4,100
Clare Valley,Dalrymple National Park,Townsville,0,4,100
Clare Valley,Danbulla National Park,All,22,4,-81.81818182
Clare Valley,Danbulla National Park,Tropical North Queensland,22,4,-81.81818182
Clare Valley,Deepwater National Park,All,4,6,50
